City_ID,city,lat,lng,max_temp,Humidity,Cloudiness,Wind Speed
450,Halifax,44.6453,-63.5724,74.7,94,90,1.01
451,Nantucket,41.2835,-70.0995,73.51,71,90,8.05
452,Aklavik,68.2191,-135.0107,78.55,36,94,5.39
453,Tubuala,9.5167,-79.0333,86.11,81,81,5.99
454,Abha,18.2164,42.5053,61.05,72,40,6.91
455,Cedro,-6.6067,-39.0622,83.68,32,43,3.33
456,Paamiut,61.994,-49.6678,43.79,80,15,3.0
457,Labuan,5.2767,115.2417,77.16,78,100,6.87
458,Nemuro,43.3236,145.575,63.57,96,98,2.42
459,Rabo De Peixe,37.8,-25.5833,69.31,88,20,12.66
460,San Martin,-33.081,-68.4681,48.74,27,0,6.26
461,Ambilobe,-13.2,49.05,66.63,83,11,4.76
462,Abnub,27.2696,31.1511,90.37,18,0,10.51
463,Baykit,61.67,96.37,54.16,97,71,4.23
464,Mahibadhoo,3.7833,72.9667,83.07,71,98,10.2
465,Whitehorse,60.7161,-135.0538,79.02,38,13,5.99
466,Maple Creek,49.9168,-109.4848,91.09,26,100,11.27
467,Atlantic City,39.3643,-74.4229,86.11,61,1,8.05
468,Bela,25.9333,81.9833,81.23,85,100,7.14
469,Zhigansk,66.7697,123.3711,64.11,67,5,4.36
470,Catamarca,-28.4696,-65.7852,55.78,50,0,7.45
471,Pitimbu,-7.4706,-34.8086,75.79,83,27,11.05
472,Odienne,9.51,-7.5692,74.79,87,97,5.59
473,Zhangye,38.9342,100.4517,75.15,37,46,4.61
474,Parkes,-33.1333,148.1833,46.35,74,38,6.98
475,Cananea,30.95,-110.3,85.84,37,99,6.46
476,Saint Stephen,50.3333,-4.9,69.75,74,0,2.91
477,Naryan-Mar,67.6713,53.087,48.54,85,100,7.05
478,Chicaman,15.4,-90.7667,76.32,85,95,3.94
479,Broken Hill,-31.95,141.4333,49.96,55,78,17.2
480,Marang,5.2056,103.2059,79.07,84,100,3.04
481,Iwanai,42.9744,140.5089,79.77,71,60,3.71
482,Tripoli,32.8752,13.1875,77.32,70,0,5.73
483,Nortelandia,-14.4547,-56.8028,69.22,37,0,4.12
484,Necochea,-38.5473,-58.7368,50.04,56,82,11.32
485,Kisesa,-3.0833,34.15,65.32,47,27,7.34
486,Porosozero,62.7191,32.727,50.4,73,24,4.74
487,Kinango,-4.1372,39.3153,67.5,95,41,7.0
488,San Luis,-33.295,-66.3356,49.55,29,0,7.38
489,Sangar,63.9242,127.4739,65.35,84,100,4.41
490,Hun,29.1268,15.9477,81.12,37,1,8.1
491,Amlimay,16.6938,120.837,62.1,89,94,1.99
492,Senaki,42.2704,42.0675,75.29,89,25,4.47
493,Katangli,51.7102,143.2326,63.12,71,0,10.78
494,Khani,41.9563,42.9566,67.57,61,3,4.94
495,Mizque,-17.941,-65.3402,56.95,76,84,4.59
496,Thaba-Tseka,-29.522,28.6084,33.46,34,0,3.51
497,Port Macquarie,-31.4333,152.9167,52.9,54,1,10.07
498,Saint-Louis,16.3333,-15.0,81.81,59,35,18.84
499,Pasni,25.2631,63.471,83.32,90,75,17.74
500,Filadelfia,39.9523,-75.1638,87.3,53,40,6.91
501,Arrecife,28.963,-13.5477,77.07,68,20,13.8
502,Sola,-13.8833,167.55,79.68,78,15,13.09
503,Madrid,40.4165,-3.7026,86.38,23,0,3.0
504,Moirang,24.5,93.7667,71.19,98,100,1.97
505,Montegrotto Terme,45.3315,11.7912,76.93,68,24,1.99
506,Koungheul,13.9833,-14.8,84.2,64,64,13.35
507,Loreto,22.2667,-101.9667,78.3,31,10,15.43
508,Antalaha,-14.9003,50.2788,69.37,90,97,8.59
509,Olga,43.7444,135.2892,78.71,74,9,2.19
510,Crestview,30.7621,-86.5705,86.25,89,1,0.0
511,Haimen,23.1935,116.6142,78.84,87,100,5.97
512,Miraflores,19.2167,-98.8083,74.16,60,70,2.59
513,Torrelavega,43.3494,-4.0479,68.65,97,0,1.01
514,Navotas,14.4167,121.2268,79.83,85,100,8.3
515,Maragogi,-9.0122,-35.2225,76.08,80,55,9.28
516,Sawtell,-30.3833,153.1,53.62,62,5,6.91
517,Mount Pleasant,32.7941,-79.8626,82.0,86,75,1.01
518,Quebo,11.3333,-14.9333,76.69,88,71,4.83
519,Jizan,17.3333,42.6667,87.44,70,100,5.53
520,Ayorou,14.7308,0.9174,87.26,44,99,10.94
521,Coihaique,-45.5752,-72.0662,46.35,81,90,4.61
522,Bama,11.5221,13.6856,79.43,70,100,6.98
523,Knezica,45.1028,16.6775,67.68,98,74,2.75
524,Seoul,37.5683,126.9778,80.08,72,93,2.48
525,Brodick,55.5754,-5.1472,59.85,86,0,3.74
526,Ilulissat,69.2167,-51.1,42.82,93,90,12.66
527,Oistins,13.0667,-59.5333,82.49,74,40,20.71
528,Longyan,25.1072,117.0225,75.0,96,100,2.28
529,Chancay,-11.5714,-77.2672,64.27,85,17,6.71
530,Matelica,43.2541,13.0106,70.16,90,0,3.87
531,Pierre,44.3683,-100.351,95.99,33,1,16.11
532,Kuching,1.55,110.3333,73.62,100,40,4.61
533,Hinton,53.4001,-117.5857,89.11,36,10,10.07
534,Yibin,28.7667,104.6238,74.66,95,91,2.82
535,Palana,59.1167,159.9667,52.56,84,67,4.65
536,Yakeshi,49.2833,120.7333,66.47,91,6,0.74
537,Juneau,58.3019,-134.4197,69.85,72,40,14.97
538,Ust-Ishim,57.6935,71.1665,58.01,94,100,3.09
539,Ekhabi,53.5102,142.9671,61.27,67,0,9.19
540,Dudinka,69.4058,86.1778,50.38,64,100,6.15
541,Tigil,57.8,158.6667,60.1,79,84,2.53
542,Reconquista,-29.15,-59.65,47.44,43,0,2.71
543,Plettenberg Bay,-34.0527,23.3716,57.94,84,100,6.76
544,Okhotsk,59.3833,143.3,62.83,76,18,5.01
545,Dubbo,-32.25,148.6167,42.93,69,90,5.75
546,Loudi,27.7344,111.9944,78.6,85,100,1.07
547,Mayo,38.8876,-76.5119,88.39,71,20,1.01
548,Greytown,-29.0642,30.5928,43.77,28,0,3.06
549,Baleshwar,21.4942,86.9317,83.53,80,100,8.79
550,Kloulklubed,7.0419,134.2556,84.7,75,100,9.06
