City_ID,city,lat,lng,max temp,Humidity,Cloudiness,wind speed,Weather description,country
347,Marsabit,2.3284,37.9899,69.96,47,22,24.34,few clouds,KE
348,Porto Belo,-27.1578,-48.5531,64.09,86,8,7.0,clear sky,BR
349,Sao Filipe,14.8961,-24.4956,73.78,76,19,9.48,few clouds,CV
350,Tahta,26.7693,31.5021,89.62,25,0,6.64,clear sky,EG
351,Dabola,10.75,-11.1167,72.86,91,98,2.51,light rain,GN
352,Santander Jimenez,24.2167,-98.4667,95.65,38,0,17.11,clear sky,MX
353,Dhola,21.8833,71.7833,83.41,75,100,13.22,overcast clouds,IN
354,Puerto Escondido,15.85,-97.0667,89.42,58,53,7.87,broken clouds,MX
355,Winnemucca,40.973,-117.7357,96.85,9,1,5.75,clear sky,US
356,Lerwick,60.1545,-1.1494,53.6,93,32,9.48,scattered clouds,GB
357,Mayumba,-3.432,10.6554,69.98,89,14,4.09,few clouds,GA
358,Sampit,-2.5333,112.95,73.94,98,94,2.44,overcast clouds,ID
359,Moyale,3.5167,39.0584,73.94,44,100,9.89,overcast clouds,KE
360,Usinsk,65.9939,57.5281,53.74,75,95,9.51,overcast clouds,RU
361,Vanimo,-2.6741,141.3028,77.32,88,100,3.56,moderate rain,PG
362,Senanga,-16.1167,23.2667,54.14,26,64,6.55,broken clouds,ZM
363,Buchanan,5.8808,-10.0467,76.96,81,100,10.31,light rain,LR
364,Lata,40.1629,-8.3327,64.81,93,58,3.33,broken clouds,PT
365,Aksarka,66.5606,67.7975,45.55,89,64,7.85,broken clouds,RU
366,Salta,-24.7859,-65.4117,76.57,39,0,5.99,clear sky,AR
367,Miles City,46.4083,-105.8406,96.51,10,1,11.5,clear sky,US
368,Conde,-7.2597,-34.9075,76.46,78,75,11.5,broken clouds,BR
369,Fort Abbas,29.1925,72.8536,87.87,62,96,6.78,overcast clouds,PK
370,Mmabatho,-25.85,25.6333,39.36,21,0,8.23,clear sky,ZA
371,Khani,41.9563,42.9566,60.37,96,85,0.98,overcast clouds,GE
372,Doha,25.2867,51.5333,94.98,75,0,5.75,clear sky,QA
373,San Pedro,14.35,121.0167,80.15,95,100,18.57,heavy intensity rain,PH
374,Launceston,-41.45,147.1667,46.15,94,90,1.99,overcast clouds,AU
375,Tigre,-34.426,-58.5796,70.25,60,0,5.75,clear sky,AR
376,Yumen,40.2833,97.2,80.13,38,31,5.21,scattered clouds,CN
377,Jiuquan,39.7432,98.5174,81.19,32,3,4.25,clear sky,CN
378,Srikakulam,18.3,83.9,79.56,85,100,6.98,overcast clouds,IN
379,Riyadh,24.6877,46.7219,98.19,14,22,11.56,few clouds,SA
380,Pisco,-13.7,-76.2167,63.01,82,4,10.89,clear sky,PE
381,Kuytun,54.3419,101.5036,54.07,88,3,1.99,clear sky,RU
382,Zabol,32.25,67.25,74.19,39,35,6.42,scattered clouds,AF
383,Auki,-8.7676,160.7034,80.24,79,100,3.33,overcast clouds,SB
384,Liwale,-9.7667,37.9333,65.82,68,69,2.19,broken clouds,TZ
385,Funadhoo,6.15,73.2667,82.08,78,96,13.42,overcast clouds,MV
386,Durazno,-33.4131,-56.5006,64.13,79,5,5.39,clear sky,UY
387,Macas,-2.3167,-78.1167,77.79,57,98,3.15,overcast clouds,EC
388,Jeremie,18.65,-74.1167,84.9,70,29,5.53,scattered clouds,HT
389,Moose Factory,51.2585,-80.6094,84.33,26,0,8.75,clear sky,CA
390,Cidreira,-30.1811,-50.2056,60.12,78,0,8.59,clear sky,BR
391,Nevsehir,38.9167,34.6667,67.21,49,40,8.05,scattered clouds,TR
392,Chelmno,53.3485,18.4251,68.23,69,72,5.55,broken clouds,PL
393,Madras,13.0878,80.2785,84.18,65,40,10.36,scattered clouds,IN
394,Fairbanks,64.8378,-147.7164,71.56,72,90,0.0,light rain,US
395,San Quintin,30.4833,-115.95,75.79,67,74,11.01,broken clouds,MX
396,Eureka,40.8021,-124.1637,72.12,69,15,4.0,few clouds,US
397,Kununurra,-15.7667,128.7333,58.98,88,94,2.3,overcast clouds,AU
398,Grand Gaube,-20.0064,57.6608,67.37,76,41,1.99,scattered clouds,MU
399,Grojec,51.8625,20.8676,69.58,78,12,3.2,few clouds,PL
400,College,64.8569,-147.8028,74.21,73,40,3.44,light rain,US
401,Jiangyou,31.7667,104.7167,73.96,91,3,4.18,moderate rain,CN
402,Kesinga,20.2,83.2333,77.27,86,100,10.42,heavy intensity rain,IN
403,Dingle,10.9995,122.6711,78.26,86,100,11.54,overcast clouds,PH
404,Starkville,33.4504,-88.8184,92.75,61,1,3.44,clear sky,US
405,Chuy,-33.6971,-53.4616,61.05,84,5,4.68,clear sky,UY
406,Ixtapa,20.7,-105.2,90.63,62,40,8.05,scattered clouds,MX
407,Santa Maria,-29.6842,-53.8069,79.9,34,0,6.91,clear sky,BR
408,Zhanaozen,43.3,52.8,81.54,40,60,16.71,broken clouds,KZ
409,Acapulco,16.8634,-99.8901,87.91,69,97,7.09,overcast clouds,MX
410,Mina,26.0011,-100.5299,93.25,37,23,13.2,few clouds,MX
411,Nyurba,63.2842,118.3319,59.79,81,15,3.94,few clouds,RU
412,Maxixe,-23.8597,35.3472,60.31,73,62,9.1,broken clouds,MZ
413,Acajutla,13.5928,-89.8275,93.79,52,99,3.71,overcast clouds,SV
414,Mount Gambier,-37.8333,140.7667,48.11,93,75,18.41,shower rain,AU
415,Nara,34.6851,135.8049,80.26,94,42,2.62,scattered clouds,JP
416,Kuybysheve,47.358,36.6491,62.06,61,0,7.74,clear sky,UA
417,Oussouye,12.485,-16.5469,77.47,71,95,8.41,overcast clouds,SN
418,Scarborough,54.2797,-0.4044,62.53,84,65,1.01,broken clouds,GB
419,Puerto Carreno,6.189,-67.4859,82.13,79,85,6.58,overcast clouds,CO
420,Bar Harbor,44.3876,-68.2039,73.9,66,75,7.0,broken clouds,US
421,Celestun,20.8667,-90.4,86.72,67,30,20.24,scattered clouds,MX
422,Tual,-5.6667,132.75,79.11,84,100,17.67,overcast clouds,ID
423,Lamu,-2.2717,40.902,77.22,81,10,21.07,clear sky,KE
424,Vuktyl,63.8567,57.3094,56.88,58,99,5.99,overcast clouds,RU
425,Solnechnyy,50.7214,136.6319,75.69,83,57,1.7,broken clouds,RU
426,Ascension,30.2169,-90.9001,95.0,68,1,6.91,clear sky,US
427,Henties Bay,-22.116,14.2845,58.86,38,0,6.04,clear sky,NA
428,Rakiv Lis,51.6217,24.9243,64.96,68,56,4.54,broken clouds,UA
429,Luan,46.3592,6.9759,68.02,83,79,5.61,broken clouds,CH
430,Karpathos,35.507,27.2132,78.69,67,0,18.75,clear sky,GR
431,Lucapa,-8.4192,20.7447,69.51,28,31,4.14,scattered clouds,AO
432,Fomboni,-12.28,43.7425,77.47,73,19,16.53,few clouds,KM
433,Aktau,43.65,51.2,79.38,62,3,10.36,clear sky,KZ
434,Bubaque,11.2833,-15.8333,79.61,79,100,13.98,overcast clouds,GW
435,San Patricio,28.017,-97.5169,95.54,44,0,17.9,clear sky,US
436,Voi,-3.3945,38.563,68.05,74,4,13.67,clear sky,KE
437,Faya,18.3851,42.4509,63.12,68,92,0.89,overcast clouds,SA
438,Hami,42.8,93.45,86.52,42,99,14.56,overcast clouds,CN
439,Boden,65.8252,21.6886,53.6,65,49,5.19,scattered clouds,SE
440,Burnie,-41.0667,145.9167,51.93,86,100,13.62,overcast clouds,AU
441,Nioro,13.35,-15.75,78.04,64,58,9.95,broken clouds,GM
442,Sinazongwe,-17.2614,27.4618,66.92,47,80,7.9,broken clouds,ZM
443,Coquimbo,-29.9533,-71.3436,55.13,76,75,5.75,broken clouds,CL
444,Ilulissat,69.2167,-51.1,44.62,76,100,11.5,light rain,GL
445,Muroto,33.2833,134.15,77.83,86,100,11.52,overcast clouds,JP
446,Maceio,-9.6658,-35.7353,76.44,73,40,6.91,scattered clouds,BR
447,Sharkan,57.2989,53.8712,57.16,69,50,6.33,scattered clouds,RU
448,Urussu,54.5981,53.4631,64.0,52,100,3.78,overcast clouds,RU
449,Mandera,3.9366,41.867,79.99,50,89,25.9,overcast clouds,KE
450,Biskamzha,53.4497,89.5272,57.67,91,86,2.8,overcast clouds,RU
451,Atambua,-9.1061,124.8925,66.24,63,10,4.7,clear sky,ID
452,Luderitz,-26.6481,15.1594,66.2,22,0,19.75,clear sky,NA
453,Pochutla,15.7432,-96.4661,91.81,51,50,7.61,scattered clouds,MX
454,The Valley,18.217,-63.0578,85.86,82,19,20.4,few clouds,AI
455,Pasighat,28.0667,95.3333,77.43,96,80,1.36,moderate rain,IN
456,Erzin,36.9559,36.2,81.32,90,45,2.15,scattered clouds,TR
457,Hastings,50.8552,0.5729,64.33,88,100,21.32,overcast clouds,GB
458,Kamenka,51.3223,42.7678,61.29,61,0,6.13,clear sky,RU
459,Xuddur,4.1213,43.8894,71.91,62,85,25.77,overcast clouds,SO
460,Kudahuvadhoo,2.6708,72.8944,81.7,78,94,9.8,overcast clouds,MV
461,Rundu,-17.9333,19.7667,47.66,16,0,7.23,clear sky,NA
462,Tateyama,34.9833,139.8667,82.02,81,1,1.59,clear sky,JP
463,Paso De Los Toros,-32.8167,-56.5167,65.84,76,5,4.72,clear sky,UY
464,Innisfail,-17.5333,146.0333,66.87,77,84,3.78,broken clouds,AU
465,Ordzhonikidze,52.4411,61.7408,67.71,88,100,7.81,overcast clouds,KZ
466,Pahrump,36.2083,-115.9839,102.11,20,23,7.0,few clouds,US
467,Lashio,22.9333,97.75,69.04,100,100,1.12,overcast clouds,MM
468,Salice Salentino,40.387,17.9607,83.46,50,0,6.44,clear sky,IT
469,Soligalich,59.0778,42.2864,49.64,96,100,4.43,overcast clouds,RU
470,San Jose,37.3394,-121.895,100.53,33,20,9.22,few clouds,US
471,Canton,23.1167,113.25,87.87,66,3,1.99,light rain,CN
472,Bagdarin,54.4333,113.6,54.77,96,100,5.41,moderate rain,RU
473,Taganak,6.0833,118.3,81.41,82,100,9.55,overcast clouds,PH
474,Guangyuan,32.442,105.823,73.24,94,39,3.74,light rain,CN
475,Nishihara,26.1842,127.7558,80.65,97,90,24.16,light intensity shower rain,JP
476,Guanare,9.0418,-69.7421,80.26,90,98,2.95,overcast clouds,VE
477,Asfi,32.2994,-9.2372,72.0,75,70,25.66,broken clouds,MA
478,Kloulklubed,7.0419,134.2556,85.15,70,100,14.07,overcast clouds,PW
479,Bilibino,68.0546,166.4372,57.67,77,94,4.7,light rain,RU
480,Hammerfest,70.6634,23.6821,45.05,87,75,12.66,broken clouds,NO
481,Sabang,5.8933,95.3214,83.35,76,100,20.87,overcast clouds,ID
482,Narsaq,60.9167,-46.05,57.42,61,5,2.66,clear sky,GL
483,Dhidhdhoo,6.8833,73.1,81.77,80,100,14.92,overcast clouds,MV
484,Harper,4.375,-7.7169,75.88,74,98,7.94,overcast clouds,LR
485,Anadyr,64.75,177.4833,55.0,87,100,8.01,light rain,RU
486,Parchim,53.4263,11.8488,62.46,91,9,7.07,clear sky,DE
487,Kehl,48.573,7.8152,72.16,77,0,4.61,clear sky,DE
488,Omsukchan,62.5333,155.8,48.52,95,100,1.7,light rain,RU
489,Shelburne,44.0787,-80.2041,78.85,48,47,1.72,scattered clouds,CA
490,Boo,59.3333,18.2833,59.97,76,0,4.61,clear sky,SE
491,Alyangula,-13.8483,136.4192,69.67,100,90,4.61,overcast clouds,AU
492,Srandakan,-7.9386,110.2506,75.61,83,46,6.96,scattered clouds,ID
493,Prata,-19.3072,-48.9242,74.01,27,0,7.0,clear sky,BR
494,Altay,47.8667,88.1167,67.24,60,25,5.06,scattered clouds,CN
495,Saint-Ambroise,48.5501,-71.3324,72.09,67,79,2.66,broken clouds,CA
496,Udachnyy,66.4167,112.4,59.2,87,22,9.33,few clouds,RU
497,Teluk Nibung,3.001,99.8164,77.22,89,98,3.87,overcast clouds,ID
498,Koslan,63.4564,48.8989,45.93,95,100,7.25,overcast clouds,RU
499,Goderich,43.7501,-81.7165,78.21,46,28,6.91,scattered clouds,CA
500,Vila Franca Do Campo,37.7167,-25.4333,70.21,83,88,6.24,overcast clouds,PT
501,Kalmunai,7.4167,81.8167,78.78,71,67,9.95,broken clouds,LK
502,Isakly,54.1333,51.5333,59.31,70,23,3.06,few clouds,RU
503,Martinho Campos,-19.3317,-45.2369,67.91,37,0,4.7,clear sky,BR
504,Yarada,17.65,83.2667,79.12,89,75,11.5,mist,IN
505,State College,40.7934,-77.86,79.81,49,40,6.91,scattered clouds,US
506,Umm Lajj,25.0213,37.2685,85.84,61,0,9.24,clear sky,SA
507,Kaseda,31.4167,130.3167,79.41,81,100,18.12,overcast clouds,JP
508,Dali,25.7,100.1833,63.77,91,97,2.8,overcast clouds,CN
509,Marathon,44.9,-89.7668,89.24,60,20,1.01,few clouds,US
510,San Cristobal,7.7669,-72.225,87.98,71,100,5.66,overcast clouds,VE
511,Chapais,49.7834,-74.8492,77.04,29,78,4.85,broken clouds,CA
512,Sao Miguel Do Araguaia,-13.275,-50.1628,83.61,31,53,6.13,broken clouds,BR
513,Jieshi,22.8134,115.8257,84.94,82,61,5.91,broken clouds,CN
514,Taft,31.7471,54.2088,86.32,16,0,5.41,clear sky,IR
515,Puerto Ayacucho,5.6639,-67.6236,80.56,85,85,4.09,overcast clouds,VE
516,Eirunepe,-6.6603,-69.8736,93.11,32,63,2.15,broken clouds,BR
517,San Lorenzo,-25.3333,-57.5333,79.74,39,0,3.44,clear sky,PY
518,Dosso,13.049,3.1937,82.02,67,96,14.67,light rain,NE
519,Kasempa,-13.4584,25.8338,59.11,45,87,5.32,overcast clouds,ZM
520,Kalga,50.9251,118.898,60.08,90,42,4.09,scattered clouds,RU
521,Ola,59.5833,151.2833,53.37,89,100,2.53,overcast clouds,RU
522,Saint-Francois,46.4154,3.9054,80.04,68,0,10.36,clear sky,FR
523,Roma,43.2128,-75.4557,79.83,52,75,1.01,broken clouds,US
524,Ambilobe,-13.2,49.05,65.21,82,1,4.05,clear sky,MG
525,Amarillo,35.222,-101.8313,92.01,40,20,5.01,few clouds,US
526,Bambous Virieux,-20.3428,57.7575,67.21,68,55,10.67,broken clouds,MU
527,Vallenar,-28.5708,-70.7581,68.94,39,79,5.26,broken clouds,CL
528,Marzuq,14.4,46.4667,70.0,77,100,11.16,overcast clouds,YE
529,Jalu,29.0331,21.5482,81.77,53,0,16.75,clear sky,LY
530,Fuerte Olimpo,-21.0415,-57.8738,89.56,20,0,6.46,clear sky,PY
531,Nanakuli,21.3906,-158.1547,84.15,69,90,11.5,light intensity drizzle,US
532,Kyabram,-36.3167,145.05,43.88,98,68,7.36,broken clouds,AU
533,Mongar,27.2747,91.2396,62.55,96,20,4.36,few clouds,BT
534,Coahuayana,18.7333,-103.6833,92.68,61,89,7.31,overcast clouds,MX
535,Zarand,30.8127,56.564,83.16,16,11,5.91,few clouds,IR
536,Takoradi,4.8845,-1.7554,74.86,83,75,7.61,broken clouds,GH
537,Mapiripan,2.8892,-72.1256,79.75,84,62,5.19,broken clouds,CO
538,Xining,36.6167,101.7667,62.22,72,31,3.47,scattered clouds,CN
539,Mehamn,71.0357,27.8492,44.51,89,100,31.56,overcast clouds,NO
540,Sierpc,52.8568,19.6691,64.49,75,68,3.0,broken clouds,PL
541,Mackay,-21.15,149.2,65.05,91,1,8.28,clear sky,AU
542,Krutinka,56.0055,71.5113,63.75,81,41,10.42,scattered clouds,RU
543,Chifeng,42.2683,118.9636,70.84,79,86,5.86,overcast clouds,CN
544,Nicoya,10.1483,-85.452,76.55,78,98,8.16,moderate rain,CR
545,Pangody,65.85,74.4859,50.54,89,100,22.28,overcast clouds,RU
546,Envira,-7.3,-70.2167,92.05,32,63,1.59,broken clouds,BR
547,Nuuk,64.1835,-51.7216,43.88,81,100,25.99,moderate rain,GL
548,Kenai,60.5544,-151.2583,62.65,72,90,8.05,overcast clouds,US
549,Sola,-13.8833,167.55,79.59,82,81,16.69,broken clouds,VU
550,Atar,20.5169,-13.0499,93.47,21,3,7.58,clear sky,MR
551,North Myrtle Beach,33.816,-78.68,88.25,69,20,8.01,few clouds,US
552,Karsun,54.1994,46.9827,62.1,63,99,6.29,overcast clouds,RU
553,Port Hueneme,34.1478,-119.1951,100.06,68,1,12.66,clear sky,US
554,Cerrito,6.8432,-72.694,61.99,83,95,2.24,overcast clouds,CO
555,Bonavista,48.6499,-53.1147,56.12,96,100,8.7,overcast clouds,CA
556,Fort-Shevchenko,44.5086,50.263,80.46,72,93,6.31,overcast clouds,KZ
557,Batticaloa,7.7102,81.6924,80.47,64,85,3.8,overcast clouds,LK
558,Puerto Gaitan,4.3133,-72.0816,82.54,68,97,8.63,overcast clouds,CO
559,Ketchikan,55.3422,-131.6461,57.67,94,90,16.11,light rain,US
560,Rawson,-43.3002,-65.1023,51.55,34,3,10.89,clear sky,AR
561,Orange Cove,36.6244,-119.3137,102.85,10,42,3.8,scattered clouds,US
562,Lazaro Cardenas,17.9583,-102.2,87.06,70,100,10.83,overcast clouds,MX
563,Escuinapa,22.85,-105.8,91.31,54,26,11.05,scattered clouds,MX
564,Bogorodskoye,56.55,37.8833,55.4,71,79,6.33,broken clouds,RU
565,Iquique,-20.2208,-70.1431,60.84,73,26,3.69,scattered clouds,CL
566,Manzanillo,20.3433,-77.1167,84.76,69,61,5.61,broken clouds,CU
567,Pankrushikha,53.8319,80.3406,64.76,77,99,5.32,overcast clouds,RU
568,Dudinka,69.4058,86.1778,61.21,80,100,25.68,moderate rain,RU
569,Broken Hill,-31.95,141.4333,43.83,88,7,11.3,clear sky,AU
570,Bisira,8.5196,-81.7115,67.14,83,100,3.44,overcast clouds,PA
571,Visnes,59.3556,5.2242,62.58,88,3,0.0,clear sky,NO
572,Mizdah,31.4451,12.9801,76.05,46,0,13.13,clear sky,LY
573,Talcahuano,-36.7167,-73.1167,56.88,67,0,3.44,clear sky,CL
574,Kavaratti,10.5669,72.642,81.84,81,91,21.54,overcast clouds,IN
575,Baruun-Urt,46.6806,113.2792,67.33,58,100,4.47,light rain,MN
576,Acoyapa,11.9703,-85.1711,85.12,61,56,14.88,broken clouds,NI
577,Mezen,65.8522,44.24,39.74,90,24,5.91,few clouds,RU
578,Hare Bay,48.8499,-54.0148,58.35,95,100,7.02,overcast clouds,CA
579,Chimbote,-9.0853,-78.5783,66.56,78,25,13.35,scattered clouds,PE
580,Hashtrud,37.4779,47.0508,71.8,56,0,5.46,clear sky,IR
581,Turkistan,43.0,68.0,82.27,21,0,8.25,clear sky,KZ
582,Mackenzie,55.2999,-123.1698,64.98,44,100,10.38,overcast clouds,CA
583,Benguela,-12.5763,13.4055,69.24,89,15,3.65,few clouds,AO
584,Rostovka,55.3842,71.8891,69.31,60,42,9.51,light rain,RU
585,Saint-Paul,-21.0096,55.2707,68.11,68,6,2.3,clear sky,RE
586,Kieta,-6.2167,155.6333,79.93,80,34,4.38,scattered clouds,PG
587,Berlevag,70.8578,29.0864,44.6,87,75,35.68,light intensity drizzle,NO
588,Abay,49.6311,72.8539,52.18,45,0,3.91,clear sky,KZ
589,Ojinaga,29.5667,-104.4167,95.95,23,1,13.8,clear sky,MX
590,Zhigansk,66.7697,123.3711,64.67,56,3,5.84,clear sky,RU
591,Verkhnyaya Toyma,62.2349,44.9985,45.68,91,87,7.05,overcast clouds,RU
592,Nakhon Thai,17.1006,100.8374,74.25,96,100,7.92,moderate rain,TH
593,Feldkirchen,48.148,11.7434,69.78,75,32,5.3,scattered clouds,DE
594,Houston,29.7633,-95.3633,98.29,57,1,5.01,clear sky,US
595,Viedma,-40.8135,-62.9967,50.99,44,93,11.81,overcast clouds,AR
596,Grimshaw,56.1834,-117.6027,70.02,44,49,19.06,scattered clouds,CA
597,Sao Raimundo Nonato,-9.0153,-42.6994,76.33,53,67,8.97,broken clouds,BR
598,Rapid City,44.0805,-103.231,90.55,48,20,6.91,few clouds,US
599,Luebo,-5.35,21.4167,74.5,30,20,2.66,few clouds,CD
600,Isla Mujeres,21.2311,-86.731,89.65,70,49,9.8,scattered clouds,MX
601,Devonport,-41.1667,146.35,52.0,76,98,11.97,light rain,AU
602,Champerico,14.3,-91.9167,93.74,71,32,9.4,scattered clouds,GT
603,Kampene,-3.6,26.6667,77.16,35,55,2.91,broken clouds,CD
604,Port Blair,11.6667,92.75,81.3,83,100,20.89,overcast clouds,IN
605,Najran,17.4924,44.1277,80.65,49,99,4.76,overcast clouds,SA
606,Makat,47.6469,53.3463,73.06,73,73,5.86,broken clouds,KZ
607,Waipawa,-41.4122,175.5153,45.03,82,0,4.03,clear sky,NZ
608,Dossor,47.5272,52.9811,74.16,70,88,6.04,overcast clouds,KZ
609,Nelson Bay,-32.7167,152.15,54.95,91,50,8.46,scattered clouds,AU
610,Governador Valadares,-18.8511,-41.9494,70.95,49,14,6.58,few clouds,BR
611,Soyo,-6.1349,12.3689,70.59,86,65,8.03,broken clouds,AO
612,Albanel,48.8832,-72.4487,71.74,47,83,2.98,broken clouds,CA
613,Hofn,64.2539,-15.2082,53.44,98,100,6.87,overcast clouds,IS
614,Biak,-0.9131,122.8766,73.94,79,99,6.6,overcast clouds,ID
615,Mayo,38.8876,-76.5119,88.23,46,1,4.0,clear sky,US
616,Mount Pleasant,32.7941,-79.8626,91.31,73,40,3.0,haze,US
617,Ormara,25.2088,64.6357,82.33,83,100,6.33,overcast clouds,PK
618,Nushki,29.5542,66.0215,88.05,26,11,7.47,few clouds,PK
619,Fort Nelson,58.8053,-122.7002,72.59,37,78,10.36,broken clouds,CA
620,Preobrazheniye,42.9019,133.9064,74.84,92,34,4.92,scattered clouds,RU
621,Kolhapur,16.7,74.2167,70.86,94,100,8.3,overcast clouds,IN
622,Vozhega,60.4725,40.2213,47.19,59,96,6.06,overcast clouds,RU
623,Gat,31.61,34.7642,81.28,100,26,8.28,scattered clouds,IL
624,Huai Thalaeng,14.997,102.6475,80.78,86,100,7.85,overcast clouds,TH
625,Rimouski,48.4488,-68.524,62.1,75,89,6.71,overcast clouds,CA
626,Avera,33.194,-82.5271,92.75,56,86,4.12,overcast clouds,US
627,Chalchihuites,23.4833,-103.8833,71.83,47,86,1.7,overcast clouds,MX
628,Tahoua,14.8888,5.2692,89.74,44,75,11.83,broken clouds,NE
629,Skeldon,5.8833,-57.1333,80.04,89,100,4.85,overcast clouds,GY
630,Channel-Port Aux Basques,47.5702,-59.1367,56.84,81,68,16.62,broken clouds,CA
631,Camopi,3.1655,-52.3158,80.65,78,43,2.86,scattered clouds,GF
632,Tremedal,-14.9758,-41.4108,69.75,46,72,10.92,broken clouds,BR
633,Choya,52.0108,86.5467,62.26,98,100,2.39,overcast clouds,RU
634,Lakes Entrance,-37.8811,147.981,41.18,79,99,4.36,overcast clouds,AU
635,Nichinan,31.6,131.3667,77.81,90,99,14.09,overcast clouds,JP
636,Melfi,40.9965,15.6514,75.22,51,0,3.76,clear sky,IT
637,Karatau,43.1667,70.4667,75.0,31,0,1.61,clear sky,KZ
638,Newport,51.5877,-2.9984,71.85,74,100,15.35,overcast clouds,GB
639,Sur,22.5667,59.5289,91.33,58,44,12.91,scattered clouds,OM
640,Taltal,-25.4,-70.4833,58.87,75,86,6.82,overcast clouds,CL
641,Olafsvik,64.8945,-23.7142,52.3,97,100,9.62,overcast clouds,IS
642,Agua Prieta,31.3,-109.5667,82.18,39,100,13.11,overcast clouds,MX
643,Londiani,-0.165,35.5909,50.31,92,21,2.1,few clouds,KE
644,Chateaubelair,13.2833,-61.25,83.01,74,77,11.45,broken clouds,VC
645,Zyryanovsk,49.7386,84.2719,60.21,88,62,1.05,broken clouds,KZ
646,Kayes,14.0,-11.0,83.84,59,80,7.72,broken clouds,ML
647,Khromtau,50.2503,58.4347,69.91,65,93,17.05,overcast clouds,KZ
648,Ust-Koksa,50.2696,85.6108,55.87,91,83,1.05,broken clouds,RU
649,Hurghada,27.2574,33.8129,86.83,35,0,17.02,clear sky,EG
650,Katangli,51.7102,143.2326,66.36,92,100,3.94,overcast clouds,RU
651,Yelabuga,55.7613,52.0649,62.15,77,4,5.03,clear sky,RU
652,Hopelchen,19.7667,-89.85,87.08,34,100,1.32,overcast clouds,MX
653,Necochea,-38.5473,-58.7368,51.04,83,100,11.27,overcast clouds,AR
654,Sahuaripa,29.05,-109.2333,94.19,39,100,4.61,overcast clouds,MX
655,Naze,28.3667,129.4833,77.81,89,100,29.01,moderate rain,JP
656,Rojhan,28.6868,69.9534,92.05,48,100,12.26,overcast clouds,PK
657,Bontang,0.1333,117.5,76.66,93,99,7.56,overcast clouds,ID
658,Lagoa Formosa,-18.7786,-46.4075,68.02,37,15,6.55,few clouds,BR
659,Khash,28.2211,61.2158,83.03,14,0,3.27,clear sky,IR
660,Long Xuyen,10.3833,105.4167,78.75,86,86,9.82,overcast clouds,VN
661,Manaus,-3.1019,-60.025,81.1,89,75,1.14,broken clouds,BR
662,Otjiwarongo,-20.4637,16.6477,46.71,11,0,11.43,clear sky,NA
663,Smoky Lake,54.1169,-112.4686,77.49,32,58,19.77,broken clouds,CA
664,Cunha,-23.0744,-44.9597,54.36,85,0,3.42,clear sky,BR
665,Pacific Grove,36.6177,-121.9166,91.02,76,20,5.01,few clouds,US
666,Sambava,-14.2667,50.1667,67.46,86,9,9.95,clear sky,MG
667,Troy,42.6056,-83.1499,77.32,72,40,1.99,scattered clouds,US
668,Porbandar,21.6422,69.6093,82.26,85,96,16.31,overcast clouds,IN
669,Aswan,24.0934,32.907,92.17,23,0,11.32,clear sky,EG
670,Kosonsoy,41.2561,71.5508,70.36,31,0,7.31,clear sky,UZ
671,Hualmay,-11.0964,-77.6139,66.0,77,19,12.26,few clouds,PE
672,Kargasok,59.0556,80.8572,62.38,66,0,6.38,clear sky,RU
673,Ponta Delgada,37.7333,-25.6667,70.52,88,40,11.5,scattered clouds,PT
674,Cedar City,37.6775,-113.0619,83.37,42,40,6.91,scattered clouds,US
675,Nalut,30.3333,10.85,86.32,21,0,11.12,clear sky,LY
676,Nortelandia,-14.4547,-56.8028,92.23,21,0,5.55,clear sky,BR
677,Klyuchi,52.2667,79.1667,68.92,74,49,3.89,scattered clouds,RU
678,Stornoway,58.2093,-6.3865,60.93,88,79,6.91,broken clouds,GB
679,Chimore,-16.9833,-65.1333,87.4,34,0,4.68,clear sky,BO
680,Turinsk,58.0458,63.696,61.39,74,100,3.89,overcast clouds,RU
681,Touros,-5.1989,-35.4608,77.9,77,5,16.42,clear sky,BR
682,La Cruz,23.9167,-106.9,93.47,68,2,11.01,clear sky,MX
683,Alvaraes,-3.2208,-64.8042,80.47,60,64,2.13,broken clouds,BR
684,Angren,41.0167,70.1436,79.12,20,0,6.62,clear sky,UZ
685,Comodoro Rivadavia,-45.8667,-67.5,53.46,35,0,14.97,clear sky,AR
686,Krasnoshchekovo,51.6708,82.7289,62.98,94,89,1.3,overcast clouds,RU
687,Santa Teresa,10.2341,-66.6631,85.12,86,100,2.82,overcast clouds,VE
688,Mosjoen,65.836,13.1908,52.32,82,75,1.14,broken clouds,NO
689,Zhezkazgan,47.8043,67.7144,80.13,29,0,6.8,clear sky,KZ
690,Port-Cartier,50.0334,-66.8654,65.93,73,100,5.21,overcast clouds,CA
691,Monte Alegre,-2.0078,-54.0692,87.58,50,80,6.22,broken clouds,BR
692,Payyannur,12.1,75.2,77.94,91,100,11.41,overcast clouds,IN
693,Montes Altos,-5.8333,-47.0667,87.84,30,47,5.03,scattered clouds,BR
694,Yulara,-25.2406,130.9889,47.52,56,4,6.4,clear sky,AU
695,Lesnikovo,55.2822,65.3175,63.46,94,100,2.28,overcast clouds,RU
696,Avaton,40.9667,24.8,74.35,47,4,7.25,clear sky,GR
697,Krasnopavlivka,49.1372,36.3272,61.48,64,0,7.2,clear sky,UA
698,Comachuen,19.6167,-101.9,62.69,69,45,1.52,scattered clouds,MX
